"Pollutant","Model","Bias","r","R2","RMSE","MAE","CvMAE"
"CO","Regression",0.00184780606863966,0.171084052568339,0.0292697530432063,0.0852786913479152,0.0521485875861019,0.289869070831619
"CO","RandomForest",0.00154489083873532,0.754035955176756,0.568570221699323,0.0564612157060362,0.0306138151835554,0.170167564887857
"CO","Hybrid",0.00119047723922944,0.746564830712989,0.557359046457514,0.0573758518426226,0.0309740537731212,0.172169959009515
"NO","Regression",0.263736393770895,0.182406945713028,0.0332722938443555,10.8137789982565,5.60998660068735,1.34313208058084
"NO","RandomForest",-0.0819959307375955,0.757925755684113,0.574451451129334,7.32037939086385,3.04747889585729,0.729621469936755
"NO","Hybrid",-0.183515089368039,0.7316073174476,0.535249266942874,7.71942160612947,3.14893681306893,0.75391232714115
"NO2","Regression",0.0771711430359368,0.194665829547961,0.0378947851935958,7.32581350280832,5.53468353152766,0.665861745776987
"NO2","RandomForest",0.0215710097845285,0.828116879725946,0.685777566487038,3.99577348595503,2.91681930885408,0.35091408317135
"NO2","Hybrid",0.0225459945573689,0.828145632336583,0.685825188358159,3.99585177301891,2.91751762697183,0.350998095801584
"O3","Regression",-0.169555627043209,0.19921556171106,0.0396868400278533,13.9305650136236,10.8401639130108,0.420104910116618
"O3","RandomForest",0.028504074947616,0.837187176662213,0.700882368767648,7.52379352104977,5.37405098784988,0.208268548827298
"O3","Hybrid",0.0500982667487548,0.83767326742903,0.701696502965228,7.53038921890297,5.39840012026116,0.209212186780113
"CO2","Regression",1.2099644577919,0.193785698892464,0.0375528970952408,38.0876629376198,20.7299500512723,0.0468956250003889
"CO2","RandomForest",-1.55429575861638,0.516738673671085,0.267018856867352,33.0031445700718,16.2301146700778,0.0367160253352645
"CO2","Hybrid",-4.47249670227689,0.456808387998133,0.208673903345453,34.9173154611027,18.4909579037667,0.0418305411063833
"PM2_5","Regression",0.00446757182338819,0.407657590603974,0.166184711177037,1.49866096794743,1.13301660815818,0.306242342591099
"PM2_5","RandomForest",-0.0362701024555552,0.560463474784088,0.314119306567054,1.37613770238534,0.984725330021941,0.266160786791055
"PM2_5","Hybrid",-0.0497763755894671,0.554686704956998,0.307677340656052,1.37577794505948,0.990031444571859,0.267594973137595
"PM10","Regression",0.00251469688839911,0.4077129588522,0.166229856816016,1.49860592461739,1.13252832884311,0.306110365883777
"PM10","RandomForest",-0.0383660365195095,0.559810178562291,0.313387436021944,1.37672431480607,0.984784494282277,0.26617677826157
"PM10","Hybrid",-0.0520171063235391,0.555229227231816,0.30827949477244,1.37492070914421,0.990114800285091,0.267617503300617
